Number of Bus,Name of Bus,ID,Status,Gen MW,Gen Mvar,Min MW,Max MW,AGC,# Cost Curve Points,IOB,IOC,Variable O&M,Fuel Cost,IOD,AVR,RegBus Num,Fuel Type,Set Volt,Min Mvar,Max Mvar,Enforce MW Limits,Part. Factor,Cost Model
150428,GRAHAM 3 3,1,Closed,257.66,-99.95,134.04,390,YES,5,10.31,0.0024,4,3.358,0,YES,150426,NG (Natural Gas),1.038,-99.95,198.51,YES,390,Piecewise Linear
150429,GRAHAM 3 4,1,Closed,171.61,-61.99,97.44,234,YES,5,11.87,0.0003,4,3.198,0,YES,150426,NG (Natural Gas),1.038,-61.99,119.11,YES,234,Piecewise Linear
150431,KENNEDALE 8 2,1,Closed,375.24,-78.9,110.02,435,YES,5,11.71,0.0025,4,3.02,0,YES,150430,NG (Natural Gas),1.04,-138.49,221.41,YES,435,Piecewise Linear
150432,KENNEDALE 8 3,1,Open,0,0,65.72,435,YES,5,12.6,0.002,4,3.417,0,YES,150430,NG (Natural Gas),1.04,-135.53,221.41,YES,435,Piecewise Linear
150433,KENNEDALE 8 4,1,Closed,340.74,-78.9,141.35,395,YES,5,11.08,0.0005,4,3.065,0,YES,150430,NG (Natural Gas),1.04,-115.51,201.06,YES,395,Piecewise Linear
150435,GORDON 3 2,1,Closed,73.79,-3.33,40.82,104,YES,5,14.02,0.002,5,3.397,0,YES,150435,NG (Natural Gas),1.04,-32.53,52.94,YES,104,Piecewise Linear
150436,GORDON 3 3,1,Closed,89.71,-2.67,22.69,104,YES,5,14.2,0.0003,5,3.139,0,YES,150436,NG (Natural Gas),1.04,-31.11,52.94,YES,104,Piecewise Linear
150437,GORDON 3 4,1,Closed,172.52,-55.53,90.83,200,YES,5,11.34,0.0026,4,3.145,0,YES,150434,NG (Natural Gas),1.039,-55.53,101.8,YES,200,Piecewise Linear
150438,GORDON 3 5,1,Open,0,0,26.66,100,YES,5,12.07,0.0014,4,3.123,0,YES,150438,NG (Natural Gas),1.04,-31.88,50.9,YES,100,Piecewise Linear
150439,GORDON 3 6,1,Closed,29.84,-4.2,8.92,66,YES,5,14.44,0.003,4,3.353,0,YES,150439,NG (Natural Gas),1.04,-19.48,33.59,YES,66,Piecewise Linear
150441,GLEN ROSE 5 2,1,Closed,1039.46,-155.42,571.44,1205,YES,5,7.62,0.002,4,0.75,0,YES,150440,NUC (Nuclear),1.04,-409.05,443.44,YES,1205,Piecewise Linear
150442,GLEN ROSE 5 3,1,Closed,1030.84,-155.42,212.97,1195,YES,5,8.49,0.002,4,0.75,0,YES,150440,NUC (Nuclear),1.04,-369.2,439.76,YES,1195,Piecewise Linear
150445,GRANBURY 10 3,1,Closed,61.25,-0.11,23.29,71,YES,5,14.47,0.001,5,3.057,0,YES,150445,NG (Natural Gas),1.04,-20.43,36.14,YES,71,Piecewise Linear
150446,GRANBURY 10 4,1,Closed,44.17,0.04,21.98,70,YES,5,14.36,0.0026,5,3.406,0,YES,150446,NG (Natural Gas),1.04,-19.83,35.63,YES,70,Piecewise Linear
150447,GRANBURY 10 5,1,Closed,35.47,-0.19,13.28,70,YES,5,14.52,0.0003,5,3.417,0,YES,150447,NG (Natural Gas),1.04,-24.37,35.63,YES,70,Piecewise Linear
150448,GRANBURY 10 6,1,Closed,53.81,-0.21,31.3,71,YES,5,14.44,0.0015,5,3.243,0,YES,150448,NG (Natural Gas),1.04,-22.95,36.14,YES,71,Piecewise Linear
150451,WICHITA FALLS 11 3,1,Closed,16.99,6.47,1.97,19.7,YES,5,18.83,0.0027,4.5,3.184,0,YES,150451,NG (Natural Gas),1.04,-5.6,10.03,YES,19.7,Piecewise Linear
150452,WICHITA FALLS 11 4,1,Closed,16.99,6.47,3.14,19.7,YES,5,18.87,0.0005,4.5,3.174,0,YES,150452,NG (Natural Gas),1.04,-5.31,10.03,YES,19.7,Piecewise Linear
150454,WICHITA FALLS 11 6,1,Closed,16.99,10.03,3.54,19.7,YES,5,18.84,0.0024,4.5,2.833,0,YES,150454,NG (Natural Gas),1.04,-5.6,10.03,YES,19.7,Piecewise Linear
150454,WICHITA FALLS 11 6,2,Closed,7.22,8.65,1.83,17,YES,5,18.87,0.0005,4.5,3.52,0,YES,150454,NG (Natural Gas),1.04,-5.55,8.65,YES,17,Piecewise Linear
150462,JOSHUA 7 3,1,Closed,140.61,7.63,42.85,163,YES,5,8.21,0.0001,4.5,3.22,0,YES,150462,NG (Natural Gas),1.04,-53.71,82.97,YES,163,Piecewise Linear
150463,JOSHUA 7 4,1,Closed,89.71,8.13,37.04,104,YES,5,8.2,0.0003,4.5,3.136,0,YES,150463,NG (Natural Gas),1.04,-31.43,52.94,YES,104,Piecewise Linear
150476,RAINBOW 4 2,1,Closed,167.39,57.97,78.63,280,YES,5,7.69,0.0001,4.5,3.424,0,YES,150475,NG (Natural Gas),1.042,-73.64,142.52,YES,280,Piecewise Linear
150477,RAINBOW 4 3,1,Closed,183.31,-14.12,49.82,212.5,YES,5,7.51,0.001,4.5,2.886,0,YES,150477,NG (Natural Gas),1.04,-65.51,108.16,YES,212.5,Piecewise Linear
150478,RAINBOW 4 4,1,Closed,124.96,57.97,57.6,212.5,YES,5,7.23,0.0023,4.5,3.485,0,YES,150475,NG (Natural Gas),1.042,-69.04,108.16,YES,212.5,Piecewise Linear
150481,PERRIN 2 3,1,Closed,126.16,-78.03,34.08,290.5,YES,5,6.89,0.0012,4.5,3.188,0,YES,150479,NG (Natural Gas),1.04,-78.03,147.86,YES,290.5,Piecewise Linear
150482,PERRIN 2 4,1,Closed,250.59,-72.97,117.8,290.5,YES,5,6.92,0.0011,4.5,3.059,0,YES,150479,NG (Natural Gas),1.04,-72.97,147.86,YES,290.5,Piecewise Linear
150483,PERRIN 2 5,1,Closed,142.33,-12.21,48.08,165,YES,5,6.88,0.0022,4.5,2.985,0,YES,150483,NG (Natural Gas),1.04,-49.59,83.99,YES,165,Piecewise Linear
150484,PERRIN 2 6,1,Closed,100.71,-56.66,19.26,165,YES,5,6.81,0.0026,4.5,3.216,0,YES,150479,NG (Natural Gas),1.04,-56.66,83.99,YES,165,Piecewise Linear
150485,PERRIN 2 7,1,Closed,123.13,-11.76,70.83,165,YES,5,6.91,0.002,4.5,3.488,0,YES,150485,NG (Natural Gas),1.04,-57.24,83.99,YES,165,Piecewise Linear
150486,PERRIN 2 8,1,Closed,128.81,-9.4,76.51,165,YES,5,6.95,0.0018,4.5,3.347,0,YES,150486,NG (Natural Gas),1.04,-51.99,83.99,YES,165,Piecewise Linear
150488,POOLVILLE 2 2,1,Closed,151.56,-9.48,78.65,230,YES,5,6.89,0.0013,4.5,3.409,0,YES,150488,NG (Natural Gas),1.04,-75.97,117.07,YES,230,Piecewise Linear
150489,POOLVILLE 2 3,1,Closed,194.09,-57.57,109.5,225,YES,5,6.56,0.0028,4.5,3.232,0,YES,150487,NG (Natural Gas),1.036,-57.57,114.52,YES,225,Piecewise Linear
150490,POOLVILLE 2 4,1,Closed,131.04,-6.71,59.72,225,YES,5,7.01,0.0008,4.5,3.332,0,YES,150490,NG (Natural Gas),1.04,-56.44,114.52,YES,225,Piecewise Linear
150492,DESDEMONA 3 2,1,Closed,51.76,4.66,27.95,60,YES,5,3.48,0.001,0,1,0,YES,150492,WND (Wind),1.04,-17.28,28.13,YES,60,Piecewise Linear
150496,BRYSON 1 2,1,Closed,103.51,-4.22,45.51,120,YES,5,4.47,0.001,0,1,0,YES,150496,WND (Wind),1.04,-40.4,44.46,YES,120,Piecewise Linear
150499,OLNEY 2 3,1,Closed,194.09,-27.11,112.16,225,YES,5,4.37,0.001,0,1,0,YES,150499,WND (Wind),1.04,-71.14,73.89,YES,225,Piecewise Linear
150502,WINDTHORST 2 3,1,Closed,138.88,-6.55,26.89,161,YES,5,3.47,0.001,0,1,0,YES,150502,WND (Wind),1.04,-48.32,66.1,YES,161,Piecewise Linear
150505,BRYSON 2 3,1,Closed,129.39,-8.76,63.38,150,YES,5,4.28,0.001,0,1,0,YES,150505,WND (Wind),1.04,-43.56,50.7,YES,150,Piecewise Linear
150507,MUENSTER 5 2,1,Closed,97.05,12.37,17.68,112.5,YES,5,4.22,0.001,0,1,0,YES,150507,WND (Wind),1.04,-30.07,52.97,YES,112.5,Piecewise Linear
150510,ODELL 1 2,1,Closed,116.8,-1.12,33.61,135.4,YES,5,4.05,0.001,0,1,0,YES,150510,WND (Wind),1.04,-35.37,59.57,YES,135.4,Piecewise Linear
150512,JACKSBORO 3 2,1,Closed,94.89,1.72,45.8,110,YES,5,4.32,0.001,0,1,0,YES,150512,WND (Wind),1.04,-30.72,39.41,YES,110,Piecewise Linear
150515,WINDTHORST 3 3,1,Closed,175.98,-59.71,46.71,204,YES,5,3.46,0.001,0,1,0,YES,150513,WND (Wind),1.04,-59.71,61.4,YES,204,Piecewise Linear
150517,WINDTHORST 4 2,1,Closed,58.31,-9.64,33.41,67.6,YES,5,2.6,0.001,0,1,0,YES,150517,WND (Wind),1.04,-17.27,32.49,YES,67.6,Piecewise Linear
150520,SEYMOUR 3 2,1,Closed,129.39,-10.9,34.28,150,YES,5,3.87,0.001,0,1,0,YES,150520,WND (Wind),1.04,-47.27,50.99,YES,150,Piecewise Linear
150523,RAINBOW 5 3,1,Open,0,0,83.67,458.3,YES,5,7.9,0.0003,4.5,3.235,0,YES,150521,NG (Natural Gas),1.041,-121.94,233.27,YES,458.3,Piecewise Linear
150524,RAINBOW 5 4,1,Closed,282.77,-88.25,96.89,327.8,YES,5,7.6,0.0026,4.5,2.971,0,YES,150521,NG (Natural Gas),1.041,-88.25,166.85,YES,327.8,Piecewise Linear
150525,RAINBOW 5 5,1,Closed,284.06,-88.39,53.83,329.3,YES,5,7.69,0.0013,4.5,3.21,0,YES,150521,NG (Natural Gas),1.041,-88.39,167.61,YES,329.3,Piecewise Linear
150528,OKLAUNION 2 3,1,Closed,198.4,-12.11,65.32,230,YES,5,4.41,0.001,0,1,0,YES,150526,WND (Wind),1.04,-76.47,98.89,YES,230,Piecewise Linear
150531,MUENSTER 6 3,1,Closed,107.83,53.96,23.31,125,YES,5,3.86,0.001,0,1,0,YES,150531,WND (Wind),1.04,-38.24,53.96,YES,125,Piecewise Linear
150534,MINGUS 4 3,1,Closed,86.69,-28.76,18.94,100.5,YES,5,3.38,0.001,0,1,0,YES,150534,WND (Wind),1.04,-28.76,30.71,YES,100.5,Piecewise Linear
150541,DENTON 2 3,1,Closed,14.63,5.09,8.67,18.8,YES,5,8.42,0.002,0,3.488,0,YES,150541,NG (Natural Gas),1.04,-5.25,9.57,YES,18.8,Piecewise Linear
150541,DENTON 2 3,2,Closed,13.52,5.09,7.56,18.8,YES,5,9.18,0.0014,0,3.418,0,YES,150541,NG (Natural Gas),1.04,-6.01,9.57,YES,18.8,Piecewise Linear
150542,DENTON 2 4,1,Closed,16.22,4.73,4.22,18.8,YES,5,8.54,0.0007,0,3.081,0,YES,150542,NG (Natural Gas),1.04,-6.45,9.57,YES,18.8,Piecewise Linear
150543,DENTON 2 5,1,Closed,9.86,3.35,3.9,18.8,YES,5,8.79,0.001,0,3.162,0,YES,150543,NG (Natural Gas),1.04,-5.27,9.57,YES,18.8,Piecewise Linear
150543,DENTON 2 5,2,Closed,16.22,3.35,7.92,18.8,YES,5,8.02,0.0015,0,3.185,0,YES,150543,NG (Natural Gas),1.04,-5.59,9.57,YES,18.8,Piecewise Linear
150544,DENTON 2 6,1,Closed,16.22,2.27,6.95,18.8,YES,5,8.24,0.002,0,3.179,0,YES,150544,NG (Natural Gas),1.04,-4.96,9.57,YES,18.8,Piecewise Linear
150544,DENTON 2 6,2,Closed,9.82,2.27,3.86,18.8,YES,5,8.82,0.0016,0,3.413,0,YES,150544,NG (Natural Gas),1.04,-4.93,9.57,YES,18.8,Piecewise Linear
150545,DENTON 2 7,1,Closed,8.34,4.93,2.38,18.8,YES,5,8.79,0.0016,0,3.348,0,YES,150545,NG (Natural Gas),1.04,-6.06,9.57,YES,18.8,Piecewise Linear
150545,DENTON 2 7,2,Closed,16.22,4.93,9.17,18.8,YES,5,8.41,0.0021,0,3.176,0,YES,150545,NG (Natural Gas),1.04,-6.13,9.57,YES,18.8,Piecewise Linear
150546,DENTON 2 8,1,Closed,16.22,2.75,2.61,18.8,YES,5,8.87,0.001,0,3.037,0,YES,150546,NG (Natural Gas),1.04,-4.9,9.57,YES,18.8,Piecewise Linear
150546,DENTON 2 8,2,Closed,16.22,2.75,2.95,18.8,YES,5,8.59,0.0005,0,3.05,0,YES,150546,NG (Natural Gas),1.04,-4.78,9.57,YES,18.8,Piecewise Linear
150547,DENTON 2 9,1,Closed,16.22,6.62,8.22,18.8,YES,5,8.7,0.0015,0,2.973,0,YES,150547,NG (Natural Gas),1.04,-6.02,9.57,YES,18.8,Piecewise Linear
150549,SEYMOUR 4 2,1,Closed,26.05,-1.05,8.08,30.2,YES,5,3.72,0.001,0,1,0,YES,150549,WND (Wind),1.04,-8.27,10.97,YES,30.2,Piecewise Linear
150552,VERNON 2 3,1,Closed,158.55,-12.86,24.33,183.8,YES,5,2.93,0.001,0,1,0,YES,150552,WND (Wind),1.04,-52.24,62.45,YES,183.8,Piecewise Linear
150554,BLUM 2 2,1,Closed,8.54,3.42,4.26,9.9,YES,5,3.08,0.005,0,1,0,YES,150554,SUN (Solar),1.04,-3.16,3.42,YES,9.9,Piecewise Linear
160189,CORPUS CHRISTI 27 2,1,Closed,275.18,-10.09,86.55,319,YES,5,6.84,0.0029,4.5,3.245,0,YES,160188,NG (Natural Gas),1.04,-79.76,162.37,YES,319,Piecewise Linear
160190,CORPUS CHRISTI 27 3,1,Closed,135.43,-1.57,75.61,157,YES,5,7.39,0.0024,4.5,2.971,0,YES,160190,NG (Natural Gas),1.04,-40.97,79.91,YES,157,Piecewise Linear
160191,CORPUS CHRISTI 27 4,1,Closed,135.43,-10.09,15.86,157,YES,5,7.72,0.0003,4.5,2.912,0,YES,160188,NG (Natural Gas),1.04,-40.38,79.91,YES,157,Piecewise Linear
160194,VICTORIA 10 3,1,Closed,112.6,2.67,57.13,175,YES,5,7.72,0.0018,4.5,3.112,0,YES,160194,NG (Natural Gas),1.04,-58.02,89.07,YES,175,Piecewise Linear
160195,VICTORIA 10 4,1,Closed,96.01,2.43,56.39,125,YES,5,7.79,0.002,4.5,3.465,0,YES,160195,NG (Natural Gas),1.04,-38.21,63.63,YES,125,Piecewise Linear
160198,NURSERY 3 3,1,Closed,38.1,-0.72,22.57,49,YES,5,9.44,0.0024,4.5,3.284,0,YES,160198,NG (Natural Gas),1.04,-16.19,24.94,YES,49,Piecewise Linear
160199,NURSERY 3 4,1,Closed,42.27,-0.38,7.59,49,YES,5,9.42,0.0028,4.5,2.933,0,YES,160199,NG (Natural Gas),1.04,-14.91,24.94,YES,49,Piecewise Linear
160199,NURSERY 3 4,2,Closed,41.41,-0.38,11.93,48,YES,5,9.5,0.0012,4.5,3.102,0,YES,160199,NG (Natural Gas),1.04,-15.27,24.43,YES,48,Piecewise Linear
160200,NURSERY 3 5,1,Closed,31.92,-0.46,10.19,37,YES,5,9.52,0.001,4.5,2.94,0,YES,160200,NG (Natural Gas),1.04,-12.58,18.83,YES,37,Piecewise Linear
160200,NURSERY 3 5,2,Open,0,0,1.95,10.5,YES,5,8.81,0.002,5,2.883,0,YES,160200,NG (Natural Gas),1.04,-3.25,5.34,YES,10.5,Piecewise Linear
160201,NURSERY 3 6,1,Open,0,0,1.59,10.5,YES,5,9.01,0.0029,5,3.276,0,YES,160201,NG (Natural Gas),1.04,-3.25,5.34,YES,10.5,Piecewise Linear
160205,CORPUS CHRISTI 28 3,1,Open,0,0,138.58,319,YES,5,7.03,0.0023,4.5,3.284,0,YES,160203,NG (Natural Gas),1.04,-105.37,162.37,YES,319,Piecewise Linear
160206,CORPUS CHRISTI 28 4,1,Closed,135.43,3.94,39.96,157,YES,5,7.64,0.0008,4.5,2.943,0,YES,160203,NG (Natural Gas),1.04,-42.92,79.91,YES,157,Piecewise Linear
160207,CORPUS CHRISTI 28 5,1,Closed,135.43,-0.55,39.26,157,YES,5,7.7,0.0004,4.5,3.069,0,YES,160207,NG (Natural Gas),1.04,-48.89,79.91,YES,157,Piecewise Linear
160208,CORPUS CHRISTI 28 6,1,Closed,258.79,3.94,92.25,300,YES,5,11.39,0.0003,4,2.632,0,YES,160203,NG (Natural Gas),1.04,-93.82,152.7,YES,300,Piecewise Linear
160210,FANNIN 6 2,1,Closed,565.02,11.95,212.55,655,YES,5,9.91,0.0008,3,1.7,0,YES,160209,SUB (Subbituminous Coal),1.041,-218.99,305.23,YES,655,Piecewise Linear
160214,BISHOP 4 2,1,Closed,28.04,-0.76,13.73,32.5,YES,5,10.1,0.0008,5,2.899,0,YES,160214,NG (Natural Gas),1.04,-8.7,16.54,YES,32.5,Piecewise Linear
160216,POINT COMFORT 5 2,1,Closed,62.11,7.09,35.46,72,YES,5,5.04,0.0015,4.5,3.178,0,YES,160216,NG (Natural Gas),1.04,-22.45,36.65,YES,72,Piecewise Linear
160217,POINT COMFORT 5 3,1,Closed,62.11,6.15,9.13,72,YES,5,5.14,0.0002,4.5,3.243,0,YES,160217,NG (Natural Gas),1.04,-20.87,36.65,YES,72,Piecewise Linear
160218,POINT COMFORT 5 4,1,Closed,62.11,11.29,10.37,72,YES,5,4.98,0.0024,4.5,3.038,0,YES,160218,NG (Natural Gas),1.04,-25.02,36.65,YES,72,Piecewise Linear
160219,POINT COMFORT 5 5,1,Closed,45.97,7.27,23.15,72,YES,5,5.08,0.001,4.5,3.194,0,YES,160219,NG (Natural Gas),1.04,-24.18,36.65,YES,72,Piecewise Linear
160220,POINT COMFORT 5 6,1,Closed,30.57,9.07,7.75,72,YES,5,5.07,0.0011,4.5,3.27,0,YES,160220,NG (Natural Gas),1.04,-19.32,36.65,YES,72,Piecewise Linear
160221,POINT COMFORT 5 7,1,Closed,62.11,5.91,32.35,72,YES,5,5.06,0.0013,4.5,3.03,0,YES,160221,NG (Natural Gas),1.04,-20.13,36.65,YES,72,Piecewise Linear
160222,POINT COMFORT 5 8,1,Closed,49.6,5.32,20.78,57.5,YES,5,5,0.0027,4.5,2.894,0,YES,160222,NG (Natural Gas),1.04,-20.01,29.27,YES,57.5,Piecewise Linear
160223,POINT COMFORT 5 9,1,Closed,29.71,3,14.72,47.3,YES,5,5.14,0.0003,4.5,3.3,0,YES,160223,NG (Natural Gas),1.04,-12.08,24.08,YES,47.3,Piecewise Linear
160223,POINT COMFORT 5 9,2,Closed,23.89,3,13.75,32,YES,5,5.09,0.0018,4.5,3.766,0,YES,160223,NG (Natural Gas),1.04,-9.01,16.29,YES,32,Piecewise Linear
160224,POINT COMFORT 5 10,1,Closed,12.89,4.23,3.86,28.5,YES,5,5.13,0.0006,4.5,3.303,0,YES,160224,NG (Natural Gas),1.04,-9.91,14.51,YES,28.5,Piecewise Linear
160226,BLOOMINGTON 3 2,1,Closed,49.72,4.2,25.95,75,YES,5,5.18,0.0023,5,3.309,0,YES,160226,NG (Natural Gas),1.04,-22.43,38.17,YES,75,Piecewise Linear
160228,CORPUS CHRISTI 29 2,1,Closed,27.6,13.71,8.09,32,YES,5,5.11,0.002,5,3.214,0,YES,160228,NG (Natural Gas),1.04,-11.07,16.29,YES,32,Piecewise Linear
160230,CORPUS CHRISTI 30 2,1,Open,0,0,5.3,12,YES,5,17.23,0.002,3,3,0,YES,160230,WH (Waste Heat),1.04,-3.38,3.73,YES,12,Piecewise Linear
160231,CORPUS CHRISTI 30 3,1,Open,0,0,11.05,26.6,YES,5,17.23,0.001,3,2.5,0,YES,160231,PC (Petroleum Coke),1.04,-9.3,10.69,YES,26.6,Piecewise Linear
160233,CORPUS CHRISTI 30 5,1,Open,0,0,10.63,26.6,YES,5,17.23,0.001,3,2.5,0,YES,160233,PC (Petroleum Coke),1.04,-8.67,10,YES,26.6,Piecewise Linear
160236,TIVOLI 5 3,1,Closed,20.45,7.27,10.94,30,YES,5,5.93,0.0009,4.5,3.313,0,YES,160236,NG (Natural Gas),1.04,-8.2,15.27,YES,30,Piecewise Linear
160236,TIVOLI 5 3,2,Closed,25.88,7.27,4.84,30,YES,5,5.9,0.0018,4.5,3.107,0,YES,160236,NG (Natural Gas),1.04,-9.06,15.27,YES,30,Piecewise Linear
160237,TIVOLI 5 4,1,Closed,25.88,5.65,9.98,30,YES,5,5.93,0.0008,4.5,3.053,0,YES,160237,NG (Natural Gas),1.04,-8.42,15.27,YES,30,Piecewise Linear
160237,TIVOLI 5 4,2,Open,0,0,6.17,15,YES,5,5.94,0.0013,4.5,3.529,0,YES,160237,NG (Natural Gas),1.04,-4.68,7.64,YES,15,Piecewise Linear
160238,TIVOLI 5 5,1,Open,0,0,5.75,15,YES,5,5.92,0.002,4.5,3.613,0,YES,160238,NG (Natural Gas),1.04,-3.93,7.64,YES,15,Piecewise Linear
160239,TIVOLI 5 6,1,Open,0,0,5.85,15,YES,5,5.94,0.001,4.5,3.143,0,YES,160239,NG (Natural Gas),1.04,-3.81,7.64,YES,15,Piecewise Linear
160239,TIVOLI 5 6,2,Open,0,0,5.93,12,YES,5,9.14,0.0027,4.5,3.264,0,YES,160239,NG (Natural Gas),1.04,-3.44,6.11,YES,12,Piecewise Linear
160242,BLOOMINGTON 4 2,1,Open,0,0,6.9,23.8,YES,5,9.21,0.001,3,3,0,YES,160242,WH (Waste Heat),1.04,-6.72,10.71,YES,23.8,Piecewise Linear
160243,BLOOMINGTON 4 3,1,Open,0,0,1.59,15,YES,5,9.22,0.001,3,3,0,YES,160243,WH (Waste Heat),1.04,-4.39,6.04,YES,15,Piecewise Linear
160246,ODEM 5 2,1,Closed,20.59,5.3,10.13,33,YES,5,6.88,0.001,5,3.362,0,YES,160246,NG (Natural Gas),1.04,-10.53,16.8,YES,33,Piecewise Linear
160249,GREGORY 3 3,1,Closed,121.63,21.87,33.5,141,YES,5,4.79,0.0029,4.5,3.077,0,YES,160247,NG (Natural Gas),1.04,-39.72,71.77,YES,141,Piecewise Linear
160250,GREGORY 3 4,1,Closed,120.77,-0.1,20.3,140,YES,5,5.1,0.0007,4.5,3.153,0,YES,160250,NG (Natural Gas),1.04,-43.22,71.26,YES,140,Piecewise Linear
160251,GREGORY 3 5,1,Closed,66.57,-0.11,9.38,85,YES,5,5.03,0.002,4.5,3.508,0,YES,160251,NG (Natural Gas),1.04,-22.8,43.26,YES,85,Piecewise Linear
160253,CORPUS CHRISTI 31 2,1,Closed,118.22,-0.02,49.55,152,YES,5,6.11,0.0013,4.5,3.199,0,YES,160253,NG (Natural Gas),1.04,-42.81,77.37,YES,152,Piecewise Linear
160254,CORPUS CHRISTI 31 3,1,Open,0,0,41.23,152,YES,5,6.04,0.0018,4.5,3.1,0,YES,160254,NG (Natural Gas),1.04,-52.47,77.37,YES,152,Piecewise Linear
160255,CORPUS CHRISTI 31 4,1,Closed,113.72,34.63,61.42,165,YES,5,6.14,0.001,4.5,3.387,0,YES,160252,NG (Natural Gas),1.04,-53.83,83.99,YES,165,Piecewise Linear
160258,INGLESIDE 4 3,1,Closed,96.36,-1.74,47.23,155,YES,5,4.72,0.0017,4.5,3.396,0,YES,160256,NG (Natural Gas),1.04,-47.28,78.9,YES,155,Piecewise Linear
160259,INGLESIDE 4 4,1,Closed,128.23,-1.74,60.12,155,YES,5,4.65,0.0022,4.5,3.037,0,YES,160256,NG (Natural Gas),1.04,-53.1,78.9,YES,155,Piecewise Linear
160260,INGLESIDE 4 5,1,Closed,129.39,-1.74,24.83,150,YES,5,4.82,0.0011,4.5,3.415,0,YES,160256,NG (Natural Gas),1.04,-50.65,76.35,YES,150,Piecewise Linear
160263,ARMSTRONG 2 3,1,Closed,244.3,3.92,130.47,283.2,YES,5,3.54,0.001,0,1,0,YES,160261,WND (Wind),1.044,-77.82,86.16,YES,283.2,Piecewise Linear
160266,POINT COMFORT 6 3,1,Closed,123.44,12.21,51.51,143.1,YES,5,13.04,0.0024,4,3.113,0,YES,160266,NG (Natural Gas),1.04,-37.28,72.84,YES,143.1,Piecewise Linear
160267,POINT COMFORT 6 4,1,Closed,82.14,10.62,36.78,143.1,YES,5,13.3,0.0014,4,3.195,0,YES,160267,NG (Natural Gas),1.04,-48.73,72.84,YES,143.1,Piecewise Linear
160270,ARMSTRONG 3 3,1,Closed,173.91,-28.3,100.49,201.6,YES,5,4.98,0.001,0,1,0,YES,160268,WND (Wind),1.043,-62.38,69.19,YES,201.6,Piecewise Linear
160273,PORTLAND 3 3,1,Closed,155.27,4.33,30.06,180,YES,5,3.27,0.001,0,1,0,YES,160273,WND (Wind),1.04,-55.32,62.64,YES,180,Piecewise Linear
160275,RIVIERA 5 2,1,Closed,173.39,-14.4,84.93,201,YES,5,4.44,0.001,0,1,0,YES,160274,WND (Wind),1.042,-61.4,65.23,YES,201,Piecewise Linear
160278,TAFT 3 3,1,Closed,172.61,4.36,31.44,200.1,YES,5,4.16,0.001,0,1,0,YES,160276,WND (Wind),1.04,-58.93,98.28,YES,200.1,Piecewise Linear
160281,RIVIERA 6 3,1,Closed,162.17,3.58,46.66,188,YES,5,3.21,0.001,0,1,0,YES,160279,WND (Wind),1.043,-64.67,76.85,YES,188,Piecewise Linear
160283,CORPUS CHRISTI 32 2,1,Open,0,0,3.96,9,YES,5,4.82,0.005,0,1,0,YES,160283,WND (Wind),1.04,-2.58,2.84,YES,9,Piecewise Linear
160286,BISHOP 5 3,1,Closed,195.04,0.95,103.56,226.1,YES,5,4.97,0.001,0,1,0,YES,160286,WND (Wind),1.04,-72.69,81.54,YES,226.1,Piecewise Linear
160288,ARMSTRONG 4 2,1,Closed,173.39,-37.31,34.11,201,YES,5,3.15,0.001,0,1,0,YES,160287,WND (Wind),1.044,-56.14,86.2,YES,201,Piecewise Linear
160291,CORPUS CHRISTI 33 3,1,Closed,214.79,58.99,37.2,249,YES,5,1.6,0.001,0,1,0,YES,160289,WND (Wind),1.04,-72.97,80,YES,249,Piecewise Linear
160293,POINT COMFORT 7 2,1,Closed,27.67,4.4,13.41,45,YES,5,8.47,0.0022,5,3.484,0,YES,160293,NG (Natural Gas),1.04,-15.13,22.9,YES,45,Piecewise Linear
160294,POINT COMFORT 7 3,1,Closed,38.82,4.44,12.63,45,YES,5,8.41,0.0007,5,2.841,0,YES,160294,NG (Natural Gas),1.04,-13.8,22.9,YES,45,Piecewise Linear
160297,BLOOMINGTON 5 2,1,Closed,43.13,1.78,12.73,50,YES,5,8.3,0.0014,0,2.947,0,YES,160297,NG (Natural Gas),1.04,-13.47,25.45,YES,50,Piecewise Linear
160298,BLOOMINGTON 5 3,1,Closed,23.43,2.88,7.58,50,YES,5,9.01,0.0029,0,3.37,0,YES,160298,NG (Natural Gas),1.04,-17.38,25.45,YES,50,Piecewise Linear
160301,MATHIS 4 3,1,Closed,264.91,-59.74,88.86,307.1,YES,5,4.72,0.001,0,1,0,YES,160299,WND (Wind),1.039,-85.81,128.6,YES,307.1,Piecewise Linear
160303,GREGORY 4 2,1,Closed,140.52,25.55,33.87,162.9,YES,5,3.95,0.001,0,1,0,YES,160302,WND (Wind),1.038,-53.18,54.81,YES,162.9,Piecewise Linear
170518,SUNNYVALE 6 2,1,Closed,426.44,-11.98,85.76,523,YES,5,10.43,0.0023,4,3.172,0,YES,170517,NG (Natural Gas),1.034,-169,266.21,YES,523,Piecewise Linear
170519,SUNNYVALE 6 3,1,Closed,317.79,-11.98,193.53,392,YES,5,11.54,0.0026,4,3.247,0,YES,170517,NG (Natural Gas),1.034,-113.97,199.53,YES,392,Piecewise Linear
170522,LAVON 5 3,1,Closed,64.7,17.5,9.13,75,YES,5,12.42,0.0011,4,3.108,0,YES,170522,NG (Natural Gas),1.04,-19.14,38.17,YES,75,Piecewise Linear
