Substation Latitude,Substation Longitude,Number,Sub Name,Name,Area Name,Nom kV,PU Volt,Volt (kV),Angle (Deg),Load MW,Load Mvar,Gen MW,Gen Mvar,Switched Shunts Mvar,Act G Shunt MW,Act B Shunt Mvar,Area Num,Zone Num
30.3034,-97.6128,140303,MANOR 7,MANOR 7 1,South Central,345,1.04,358.8,1.8,,,,,268.69,0,0,6,1
30.3034,-97.6128,140304,MANOR 7,MANOR 7 2,South Central,13.8,1.04,14.352,2.86,,,44.86,-0.48,,0,0,6,1
30.3034,-97.6128,140305,MANOR 7,MANOR 7 3,South Central,24,1.04,24.96,2.74,,,39.13,-0.28,,0,0,6,1
30.3034,-97.6128,140306,MANOR 7,MANOR 7 4,South Central,13.8,1.04,14.352,2.33,,,31.96,-0.38,,0,0,6,1
30.3034,-97.6128,140307,MANOR 7,MANOR 7 5,South Central,13.8,1.04,14.352,2.45,,,44.86,-0.4,,0,0,6,1
30.3034,-97.6128,140308,MANOR 7,MANOR 7 6,South Central,18,1.02566,18.462,4.1,,,230.88,-78.74,,0,0,6,1
30.3034,-97.6128,140309,MANOR 7,MANOR 7 7,South Central,13.8,1.0195,14.069,4.38,,,181.47,-78.74,,0,0,6,1
30.2934,-97.7844,140310,AUSTIN 55,AUSTIN 55 1,South Central,69,1.02282,70.575,-10.29,,,,,,0,0,6,1
30.2934,-97.7844,140311,AUSTIN 55,AUSTIN 55 2,South Central,13.8,1.02641,14.164,-9.9,,,14.66,6.53,,0,0,6,1
30.556,-98.3384,140312,HORSESHOE BAY 4,HORSESHOE BAY 4 1,South Central,138,1.03472,142.792,-1.18,,,,,,0,0,6,1
30.556,-98.3384,140313,HORSESHOE BAY 4,HORSESHOE BAY 4 2,South Central,13.8,1.04,14.352,0.16,,,23.29,4.57,,0,0,6,1
30.556,-98.3384,140314,HORSESHOE BAY 4,HORSESHOE BAY 4 3,South Central,13.8,1.04,14.352,0.16,,,23.29,4.57,,0,0,6,1
30.556,-98.3384,140315,HORSESHOE BAY 4,HORSESHOE BAY 4 4,South Central,1,1.03956,1.04,0.04,,,,,,0,0,6,1
30.5553,-98.2576,140316,MARBLE FALLS 7,MARBLE FALLS 7 1,South Central,345,1.0385,358.281,3.05,,,,,,0,0,6,1
30.5553,-98.2576,140317,MARBLE FALLS 7,MARBLE FALLS 7 2,South Central,138,1.03034,142.187,-1.75,,,,,,0,0,6,1
30.5553,-98.2576,140318,MARBLE FALLS 7,MARBLE FALLS 7 3,South Central,13.8,1.0353,14.287,1.44,,,,,,0,0,6,1
30.5553,-98.2576,140319,MARBLE FALLS 7,MARBLE FALLS 7 4,South Central,1,1.0353,1.035,1.44,,,,,,0,0,6,1
30.5553,-98.2576,140320,MARBLE FALLS 7,MARBLE FALLS 7 5,South Central,13.8,1.04,14.352,3.99,,,17.08,1.44,,0,0,6,1
30.5553,-98.2576,140321,MARBLE FALLS 7,MARBLE FALLS 7 6,South Central,13.8,1.04,14.352,3.99,,,17.08,1.44,,0,0,6,1
30.5553,-98.2576,140322,MARBLE FALLS 7,MARBLE FALLS 7 7,South Central,1,1.03986,1.04,3.9,,,,,,0,0,6,1
30.3899,-97.9073,140323,CEDAR PARK 25,CEDAR PARK 25 1,South Central,345,1.0383,358.215,1.42,,,,,,0,0,6,1
30.3899,-97.9073,140324,CEDAR PARK 25,CEDAR PARK 25 2,South Central,138,1.01865,140.573,-4.1,,,,,,0,0,6,1
30.3899,-97.9073,140325,CEDAR PARK 25,CEDAR PARK 25 3,South Central,18,1.03013,18.542,-0.65,,,,,,0,0,6,1
30.3899,-97.9073,140326,CEDAR PARK 25,CEDAR PARK 25 4,South Central,1,1.03013,1.03,-0.65,,,,,,0,0,6,1
30.3899,-97.9073,140327,CEDAR PARK 25,CEDAR PARK 25 5,South Central,13.8,1.04,14.352,2.05,,,31.05,4.17,,0,0,6,1
30.3899,-97.9073,140328,CEDAR PARK 25,CEDAR PARK 25 6,South Central,13.8,1.04,14.352,2.64,,,62.1,4.5,,0,0,6,1
30.1457,-97.2708,140329,BASTROP 5,BASTROP 5 1,South Central,345,1.03903,358.466,3.87,,,,,,0,0,6,1
30.1457,-97.2708,140330,BASTROP 5,BASTROP 5 2,South Central,138,1.04016,143.543,0.23,,,,,,0,0,6,1
30.1457,-97.2708,140331,BASTROP 5,BASTROP 5 3,South Central,13.8,1.03903,14.339,3.87,,,0,0,,0,0,6,1
30.1457,-97.2708,140332,BASTROP 5,BASTROP 5 4,South Central,13.8,1.04,14.352,5.4,,,117.32,3.23,,0,0,6,1
30.1457,-97.2708,140333,BASTROP 5,BASTROP 5 5,South Central,18,1.04,18.72,6.15,,,117.32,3.1,,0,0,6,1
30.5581,-98.3705,140334,HORSESHOE BAY 5,HORSESHOE BAY 5 1,South Central,345,1.038,358.11,3.73,,,,,,0,0,6,1
30.5581,-98.3705,140335,HORSESHOE BAY 5,HORSESHOE BAY 5 2,South Central,13.8,1.04,14.352,5.09,,,155.27,11.84,,0,0,6,1
30.5581,-98.3705,140336,HORSESHOE BAY 5,HORSESHOE BAY 5 3,South Central,13.8,1.03333,14.26,4.81,,,107.27,-26.7,,0,0,6,1
30.5581,-98.3705,140337,HORSESHOE BAY 5,HORSESHOE BAY 5 4,South Central,13.8,1.03128,14.232,4.75,,,71.33,-26.7,,0,0,6,1
30.2099,-97.6129,140338,DEL VALLE 10,DEL VALLE 10 1,South Central,345,1.04062,359.015,2.91,,,,,,0,0,6,1
30.2099,-97.6129,140339,DEL VALLE 10,DEL VALLE 10 2,South Central,13.8,1.04,14.352,5.18,,,138.88,-1.93,,0,0,6,1
30.2099,-97.6129,140340,DEL VALLE 10,DEL VALLE 10 3,South Central,13.8,1.04,14.352,4.61,,,130.26,-2.72,,0,0,6,1
30.2099,-97.6129,140341,DEL VALLE 10,DEL VALLE 10 4,South Central,13.8,1.04,14.352,4.84,,,81.6,-1.32,,0,0,6,1
30.2099,-97.6129,140342,DEL VALLE 10,DEL VALLE 10 5,South Central,13.8,1.04,14.352,4.59,,,81.6,-1.83,,0,0,6,1
30.2099,-97.6129,140343,DEL VALLE 10,DEL VALLE 10 6,South Central,13.8,1.04,14.352,3.74,,,64.09,-3.23,,0,0,6,1
30.3974,-97.8426,140344,CEDAR PARK 26,CEDAR PARK 26 1,South Central,69,1.02041,70.408,-10.19,,,,,,0,0,6,1
30.3974,-97.8426,140345,CEDAR PARK 26,CEDAR PARK 26 2,South Central,18,1.02041,18.367,-10.19,,,,,,0,0,6,1
30.3974,-97.8426,140346,CEDAR PARK 26,CEDAR PARK 26 3,South Central,18,1.02041,18.367,-10.19,,,,,,0,0,6,1
30.3974,-97.8426,140347,CEDAR PARK 26,CEDAR PARK 26 4,South Central,1,1.02041,1.02,-10.19,,,,,,0,0,6,1
30.3974,-97.8426,140348,CEDAR PARK 26,CEDAR PARK 26 5,South Central,18,1.02041,18.367,-10.19,,,,,,0,0,6,1
30.2867,-97.7356,140349,AUSTIN 56,AUSTIN 56 1,South Central,138,1.01951,140.693,-6.72,,,,,,0,0,6,1
30.2867,-97.7356,140350,AUSTIN 56,AUSTIN 56 2,South Central,24,1.03698,24.888,-5.37,,,58.48,40.47,,0,0,6,1
30.2867,-97.7356,140351,AUSTIN 56,AUSTIN 56 3,South Central,13.8,1.02764,14.181,-6.14,,,36.23,27.33,,0,0,6,1
30.2867,-97.7356,140352,AUSTIN 56,AUSTIN 56 4,South Central,18,1.01951,18.351,-6.72,,,,,,0,0,6,1
30.1479,-97.2714,140353,BASTROP 6,BASTROP 6 1,South Central,345,1.039,358.455,3.92,,,,,,0,0,6,1
30.1479,-97.2714,140354,BASTROP 6,BASTROP 6 2,South Central,138,1.04,143.52,0.11,,,,,,0,0,6,1
30.1479,-97.2714,140355,BASTROP 6,BASTROP 6 3,South Central,13.8,1.03903,14.339,2.89,,,,,,0,0,6,1
30.1479,-97.2714,140356,BASTROP 6,BASTROP 6 4,South Central,1,1.03903,1.039,2.89,,,,,,0,0,6,1
30.1479,-97.2714,140357,BASTROP 6,BASTROP 6 5,South Central,13.8,1.03469,14.279,6,,,148.37,-16.7,,0,0,6,1
30.1479,-97.2714,140358,BASTROP 6,BASTROP 6 6,South Central,13.8,1.03598,14.296,5.16,,,120.49,-16.7,,0,0,6,1
30.1479,-97.2714,140359,BASTROP 6,BASTROP 6 7,South Central,13.8,1.04,14.352,6.22,,,145.78,3.57,,0,0,6,1
30.1458,-97.55,140360,DEL VALLE 11,DEL VALLE 11 1,South Central,345,1.041,359.145,4.34,,,,,,0,0,6,1
30.1458,-97.55,140361,DEL VALLE 11,DEL VALLE 11 2,South Central,13.8,1.03998,14.352,5.02,,,99.39,-9.45,,0,0,6,1
30.1458,-97.55,140362,DEL VALLE 11,DEL VALLE 11 3,South Central,18,1.04,18.72,6.6,,,128.53,-2.61,,0,0,6,1
30.1458,-97.55,140363,DEL VALLE 11,DEL VALLE 11 4,South Central,22,1.04,22.88,6.65,,,128.53,-2.68,,0,0,6,1
30.3051,-97.7077,140364,AUSTIN 57,AUSTIN 57 1,South Central,69,1.00091,69.063,-9.98,13.4,2.18,,,,0,0,6,1
30.3051,-97.7077,140365,AUSTIN 57,AUSTIN 57 2,South Central,13.8,1.00091,13.813,-9.98,,,,,,0,0,6,1
30.3051,-97.7077,140366,AUSTIN 57,AUSTIN 57 3,South Central,13.8,1.00091,13.813,-9.98,,,,,,0,0,6,1
30.3051,-97.7077,140367,AUSTIN 57,AUSTIN 57 4,South Central,1,1.00091,1.001,-9.98,,,,,,0,0,6,1
30.3345,-97.6217,140368,MANOR 8,MANOR 8 1,South Central,69,0.99852,68.898,-8.71,,,,,,0,0,6,1
30.3345,-97.6217,140369,MANOR 8,MANOR 8 2,South Central,13.8,0.99852,13.78,-8.71,,,,,,0,0,6,1
30.3345,-97.6217,140370,MANOR 8,MANOR 8 3,South Central,13.8,0.99852,13.78,-8.71,,,,,,0,0,6,1
30.3345,-97.6217,140371,MANOR 8,MANOR 8 4,South Central,13.8,0.99852,13.78,-8.71,,,,,,0,0,6,1
30.0382,-96.9875,140372,WEST POINT 3,WEST POINT 3 1,South Central,345,1.03812,358.152,2.76,136.2,49.5,,,,0,0,6,1
30.0382,-96.9875,140373,WEST POINT 3,WEST POINT 3 2,South Central,138,1.04108,143.669,0.19,,,,,,0,0,6,1
30.0382,-96.9875,140374,WEST POINT 3,WEST POINT 3 3,South Central,18,1.04,18.72,3.49,,,75.92,9.94,,0,0,6,1
30.0382,-96.9875,140375,WEST POINT 3,WEST POINT 3 4,South Central,13.8,1.04,14.352,3.87,,,72.18,6.21,,0,0,6,1
30.2385,-97.5088,140376,MANOR 9,MANOR 9 1,South Central,138,1.02863,141.95,-2.88,,,,,,0,0,6,1
30.2385,-97.5088,140377,MANOR 9,MANOR 9 2,South Central,18,1.03171,18.571,-2.56,,,25.88,12.68,,0,0,6,1
30.557,-97.6903,140378,ROUND ROCK 16,ROUND ROCK 16 1,South Central,138,1.00531,138.733,-5.19,13.9,3.98,,,,0,0,6,1
30.557,-97.6903,140379,ROUND ROCK 16,ROUND ROCK 16 2,South Central,13.8,1.00531,13.873,-5.19,,,,,,0,0,6,1
30.2659,-97.6849,140380,AUSTIN 58,AUSTIN 58 1,South Central,69,1.02773,70.913,-9.7,,,,,,0,0,6,1
30.2659,-97.6849,140381,AUSTIN 58,AUSTIN 58 2,South Central,13.8,1.02773,14.183,-9.7,,,,,,0,0,6,1
30.2661,-97.6861,140382,AUSTIN 59,AUSTIN 59 1,South Central,69,1.02807,70.937,-9.85,,,,,,0,0,6,1
30.2661,-97.6861,140383,AUSTIN 59,AUSTIN 59 2,South Central,24,1.02807,24.674,-9.85,,,,,,0,0,6,1
30.22,-97.7088,140384,AUSTIN 60,AUSTIN 60 1,South Central,69,1.01721,70.187,-8.54,,,,,,0,0,6,1
30.22,-97.7088,140385,AUSTIN 60,AUSTIN 60 2,South Central,18,1.01721,18.31,-8.54,,,,,,0,0,6,1
30.22,-97.7088,140386,AUSTIN 60,AUSTIN 60 3,South Central,18,1.01721,18.31,-8.54,,,,,,0,0,6,1
30.22,-97.7088,140387,AUSTIN 60,AUSTIN 60 4,South Central,1,1.01721,1.017,-8.54,,,,,,0,0,6,1
33.9659,-98.6778,150001,IOWA PARK 1,IOWA PARK 1 1,North,138,1.03132,142.323,6.87,16.1,8.74,,,,0,0,2,1
33.9947,-98.4724,150002,SHEPPARD AFB 1,SHEPPARD AFB 1 1,North,138,1.03127,142.315,6.69,6,1.95,,,,0,0,2,1
34.0776,-98.8881,150003,HARROLD 1,HARROLD 1 1,North,138,1.04371,144.032,6.49,3.76,1.35,,,,0,0,2,1
33.8668,-98.8367,150004,HOLLIDAY 1,HOLLIDAY 1 1,North,138,1.04047,143.585,6.8,1.65,0.15,,,,0,0,2,1
34.1049,-98.6498,150005,BURKBURNETT 1,BURKBURNETT 1 1,North,138,1.03104,142.284,6.97,3.89,0.9,,,,0,0,2,1
33.8373,-98.6055,150006,WICHITA FALLS 1,WICHITA FALLS 1 1,North,138,1.03332,142.598,6.75,0.51,0.17,,,,0,0,2,1
34.009,-98.7655,150007,IOWA PARK 2,IOWA PARK 2 1,North,138,1.04533,144.256,6.37,0.22,0.02,,,16.28,0,0,2,1
32.099,-97.6191,150008,KOPPERL 1,KOPPERL 1 1,North Central,138,1.03173,142.379,-9,7.2,2.18,,,,0,0,5,1
32.0001,-97.6399,150009,MERIDIAN 1,MERIDIAN 1 1,North Central,138,1.03947,143.447,-9.87,4.7,1.65,,,,0,0,5,1
31.9289,-97.4047,150010,WHITNEY 1,WHITNEY 1 1,North Central,138,1.03586,142.949,-2.19,0.59,0.09,,,,0,0,5,1
32.2444,-97.7111,150011,RAINBOW 1,RAINBOW 1 1,North Central,138,1.03232,142.46,-9.53,9.3,2.71,,,,0,0,5,1
32.17,-97.8414,150012,GLEN ROSE 1,GLEN ROSE 1 1,North Central,138,1.0392,143.41,-6.2,4.9,1.35,,,,0,0,5,1
32.035,-97.7988,150013,WALNUT SPRINGS 1,WALNUT SPRINGS 1 1,North Central,138,1.03834,143.291,-3.49,4.7,1.65,,,,0,0,5,1
32.2699,-97.6165,150014,NEMO 1,NEMO 1 1,North Central,138,1.03343,142.614,-9.65,0.82,0.3,,,11.43,0,0,5,1
32.1631,-97.3268,150015,COVINGTON 1,COVINGTON 1 1,North Central,138,1.02561,141.534,-12.48,7.5,2.41,,,,0,0,5,1
32.0261,-97.3944,150016,BLUM 1,BLUM 1 1,North Central,138,1.02882,141.977,-10.43,5.8,1.73,,,,0,0,5,1
32.1293,-97.9825,150017,IREDELL 1,IREDELL 1 1,North Central,138,1.04052,143.592,-7.75,2.34,0.83,,,,0,0,5,1
32.1715,-97.6991,150018,WALNUT SPRINGS 2,WALNUT SPRINGS 2 1,North Central,138,1.03169,142.373,-8.98,4.8,1.58,,,,0,0,5,1
33.7135,-97.3541,150019,MUENSTER 1,MUENSTER 1 1,North,138,1.0342,142.72,-15.1,1.73,0.53,,,,0,0,2,1
33.2899,-97.5255,150020,DECATUR 1,DECATUR 1 1,North Central,138,1.02784,141.842,-11.87,6.1,0.3,,,,0,0,5,1
33.1919,-97.8416,150021,BRIDGEPORT 1,BRIDGEPORT 1 1,North Central,138,1.03464,142.78,-8.87,5.2,1.8,,,,0,0,5,1
33.0522,-97.7232,150022,PARADISE 1,PARADISE 1 1,North Central,138,1.03348,142.62,-8.68,4.8,1.58,,,,0,0,5,1
33.1769,-97.713,150023,PARADISE 2,PARADISE 2 1,North Central,138,1.03504,142.835,-8.53,8.4,2.03,,,,0,0,5,1
33.1063,-97.7506,150024,PARADISE 3,PARADISE 3 1,North Central,138,1.03382,142.668,-8.6,9.8,2.94,,,,0,0,5,1
33.0172,-97.6048,150025,BOYD 1,BOYD 1 1,North Central,138,1.01383,139.909,-16.91,12.3,3.89,,,,0,0,5,1
33.1058,-97.5691,150026,BOYD 2,BOYD 2 1,North Central,138,1.01458,140.012,-16.8,9.8,3.09,,,,0,0,5,1
33.1557,-97.4708,150027,RHOME 1,RHOME 1 1,North Central,138,1.01822,140.514,-15.53,6.6,0.98,,,,0,0,5,1
33.0449,-97.4396,150028,NEWARK 1,NEWARK 1 1,North Central,138,1.02113,140.916,-14.29,5.9,0.53,,,,0,0,5,1
33.3576,-97.8314,150029,CHICO 1,CHICO 1 1,North Central,138,1.03752,143.178,-7.95,5.7,1.58,,,,0,0,5,1
33.374,-97.6872,150030,ALVORD 1,ALVORD 1 1,North Central,138,1.02942,142.06,-10.33,3.39,0.6,,,0,0,0,5,1
33.2888,-97.8938,150031,CHICO 2,CHICO 2 1,North Central,138,1.03579,142.939,-6.79,1.8,0.08,,,,0,0,5,1
33.2262,-97.6678,150032,PARADISE 4,PARADISE 4 1,North Central,138,1.03376,142.658,-8.78,8.7,0.6,,,,0,0,5,1
33.5387,-97.424,150033,ROSSTON 1,ROSSTON 1 1,North,138,1.03082,142.253,-16.97,3.39,0.53,,,,0,0,2,1
33.3194,-97.561,150034,DECATUR 2,DECATUR 2 1,North Central,138,1.03039,142.193,-10.75,7.2,2.34,,,,0,0,5,1
33.2535,-97.417,150035,DECATUR 3,DECATUR 3 1,North Central,138,1.02423,141.344,-13.61,2.34,0.75,,,,0,0,5,1
33.8538,-97.4705,150036,LEON 1,LEON 1 1,North,138,1.03452,142.764,-15.66,0.57,0.11,,,,0,0,2,1
33.4199,-97.4816,150037,ROSSTON 2,ROSSTON 2 1,North,138,1.02484,141.428,-14.49,2.26,0.75,,,,0,0,2,1
33.3542,-97.3963,150038,KRUM 1,KRUM 1 1,North Central,138,1.02654,141.663,-13.1,2.26,0.6,,,,0,0,5,1
32.9942,-97.6767,150039,SPRINGTOWN 1,SPRINGTOWN 1 1,North Central,138,1.03134,142.325,-9.56,5.2,1.58,,,,0,0,5,1
33.6448,-97.3627,150040,MUENSTER 2,MUENSTER 2 1,North,138,1.03188,142.4,-15.71,3.01,0.83,,,,0,0,2,1
33.717,-97.4346,150041,MUENSTER 3,MUENSTER 3 1,North,138,1.0336,142.637,-15.64,8.91,2.87,,,,0,0,2,1
33.4019,-97.8909,150042,CHICO 3,CHICO 3 1,North Central,138,1.04216,143.818,-8.02,1.8,0.45,,,16.35,0,0,5,1
33.1359,-97.5251,150043,RHOME 2,RHOME 2 1,North Central,138,1.0164,140.263,-16.11,2.94,0.38,,,,0,0,5,1
33.1538,-97.3876,150044,JUSTIN 1,JUSTIN 1 1,North Central,138,1.01866,140.575,-16.3,1.58,0.08,,,,0,0,5,1
32.3054,-98.4606,150045,DESDEMONA 1,DESDEMONA 1 1,North Central,138,1.03802,143.247,-0.38,0.62,0.22,,,,0,0,5,1
32.1902,-98.3241,150046,DUBLIN 1,DUBLIN 1 1,North Central,138,1.03531,142.873,-2.01,5.7,1.73,,,,0,0,5,1
32.2291,-98.5577,150047,DESDEMONA 2,DESDEMONA 2 1,North Central,138,1.03715,143.127,-0.61,1.26,0.38,,,,0,0,5,1
32.2454,-98.3132,150048,STEPHENVILLE 1,STEPHENVILLE 1 1,North Central,138,1.04268,143.889,-4.54,2.49,0.6,,,,0,0,5,1
32.1388,-98.1164,150049,STEPHENVILLE 2,STEPHENVILLE 2 1,North Central,138,1.03928,143.421,-4.28,5.8,1.13,,,7.24,0,0,5,1
32.0991,-98.2281,150050,DUBLIN 2,DUBLIN 2 1,North Central,138,1.03652,143.04,-3.41,4.25,0.98,,,,0,0,5,1
32.1934,-98.4366,150051,DUBLIN 3,DUBLIN 3 1,North Central,138,1.03624,143.001,-1.23,6.1,2.11,,,,0,0,5,1
32.8124,-97.9861,150052,MILLSAP 1,MILLSAP 1 1,North Central,138,1.03966,143.473,-2.24,5.1,1.05,,,,0,0,5,1
32.246,-98.0582,150053,BLUFF DALE 1,BLUFF DALE 1 1,North Central,138,1.03908,143.393,-4.84,8,0.9,,,,0,0,5,1
32.587,-97.7515,150054,CRESSON 1,CRESSON 1 1,North Central,138,1.02684,141.704,-10.95,5.7,1.95,,,,0,0,5,1
32.6608,-97.8949,150055,MILLSAP 2,MILLSAP 2 1,North Central,138,1.03314,142.573,-12.23,8.8,1.88,,,,0,0,5,1
32.8789,-98.5081,150056,GRAFORD 1,GRAFORD 1 1,North Central,138,1.03965,143.472,1.97,4.5,1.43,,,,0,0,5,1
32.6775,-98.4304,150057,STRAWN 1,STRAWN 1 1,North Central,138,1.04154,143.733,-5.98,0.53,0.05,,,,0,0,5,1
32.7208,-98.5371,150058,STRAWN 2,STRAWN 2 1,North Central,138,1.03991,143.507,1.13,4.8,1.65,,,,0,0,5,1
32.337,-98.2868,150059,STEPHENVILLE 3,STEPHENVILLE 3 1,North Central,138,1.04301,143.935,-3.57,6.5,1.2,,,,0,0,5,1
32.9312,-98.057,150060,WHITT 1,WHITT 1 1,North Central,138,1.03351,142.624,-4.26,4.9,0.75,,,,0,0,5,1
32.9313,-98.3496,150061,GRAFORD 2,GRAFORD 2 1,North Central,138,1.0395,143.452,1.32,5.7,1.88,,,,0,0,5,1
32.8782,-98.0886,150062,MINERAL WELLS 1,MINERAL WELLS 1 1,North Central,138,1.0381,143.258,-2.54,3.69,1.2,,,,0,0,5,1
32.9988,-97.8019,150063,SPRINGTOWN 2,SPRINGTOWN 2 1,North Central,138,1.03645,143.03,-8.09,10.7,3.39,,,,0,0,5,1
32.9453,-97.9101,150064,POOLVILLE 1,POOLVILLE 1 1,North Central,138,1.02834,141.911,-7.7,7.3,1.35,,,,0,0,5,1
32.813,-97.8834,150065,MILLSAP 3,MILLSAP 3 1,North Central,138,1.02494,141.442,-10.56,8.7,2.03,,,,0,0,5,1
32.8774,-97.7561,150066,WEATHERFORD 1,WEATHERFORD 1 1,North Central,138,1.03073,142.24,-10.55,3.69,1.35,,,,0,0,5,1
32.6456,-98.2032,150067,SANTO 1,SANTO 1 1,North Central,138,1.04159,143.74,0.49,2.41,0.15,,,,0,0,5,1
32.754,-98.1531,150068,MINERAL WELLS 2,MINERAL WELLS 2 1,North Central,138,1.04184,143.774,-0.09,7.7,2.11,,,,0,0,5,1
32.6139,-98.3155,150069,GORDON 1,GORDON 1 1,North Central,138,1.04013,143.538,-7.74,5.1,1.65,,,,0,0,5,1
32.5789,-98.1977,150070,SANTO 2,SANTO 2 1,North Central,138,1.03924,143.416,-8.19,7.8,2.41,,,,0,0,5,1
32.6776,-98.0134,150071,MILLSAP 4,MILLSAP 4 1,North Central,138,1.04721,144.514,-12.61,8.8,1.05,,,42.88,0,0,5,1
32.8795,-97.6411,150072,WEATHERFORD 2,WEATHERFORD 2 1,North Central,138,1.02676,141.692,-10.22,5.6,1.35,,,,0,0,5,1
32.7875,-97.6466,150073,WEATHERFORD 3,WEATHERFORD 3 1,North Central,138,1.01806,140.492,-14.63,3.98,0.68,,,,0,0,5,1
32.6634,-97.6363,150074,ALEDO 1,ALEDO 1 1,North Central,138,1.02415,141.333,-14.07,7.5,2.49,,,,0,0,5,1
32.5168,-97.6467,150075,CRESSON 2,CRESSON 2 1,North Central,138,1.0278,141.836,-13.18,8.7,1.5,,,,0,0,5,1
32.452,-98.2433,150076,GORDON 2,GORDON 2 1,North Central,138,1.04403,144.076,-3.66,1.8,0.53,,,,0,0,5,1
32.3712,-98.0981,150077,BLUFF DALE 2,BLUFF DALE 2 1,North Central,138,1.04177,143.764,-4.81,3.89,0.9,,,,0,0,5,1
32.3467,-98.3481,150078,MINGUS 1,MINGUS 1 1,North Central,138,1.04481,144.184,-3.16,0.88,0.3,,,,0,0,5,1
32.502,-98.014,150079,LIPAN 1,LIPAN 1 1,North Central,138,1.03913,143.4,-8.67,1.8,0.6,,,,0,0,5,1
32.4188,-97.8835,150080,TOLAR 1,TOLAR 1 1,North Central,138,1.03426,142.728,-7.2,4.7,0.83,,,,0,0,5,1
32.379,-98.006,150081,BLUFF DALE 3,BLUFF DALE 3 1,North Central,138,1.0396,143.465,-5.18,3.46,0.45,,,,0,0,5,1
32.3518,-97.813,150082,GRANBURY 1,GRANBURY 1 1,North Central,138,1.03288,142.537,-8.38,9,1.43,,,,0,0,5,1
32.2768,-97.9509,150083,BLUFF DALE 4,BLUFF DALE 4 1,North Central,138,1.03746,143.17,-5.77,3.76,1.35,,,,0,0,5,1
32.4247,-97.651,150084,GODLEY 1,GODLEY 1 1,North Central,138,1.03807,143.253,-9.96,3.46,0.22,,,,0,0,5,1
32.9204,-97.7805,150085,SPRINGTOWN 3,SPRINGTOWN 3 1,North Central,138,1.03214,142.435,-9.55,10,3.54,,,,0,0,5,1
32.7784,-98.3846,150086,PALO PINTO 1,PALO PINTO 1 1,North Central,138,1.04052,143.592,0.89,2.26,0.53,,,,0,0,5,1
32.2882,-98.2057,150087,STEPHENVILLE 4,STEPHENVILLE 4 1,North Central,138,1.04326,143.971,-2.74,6.53,1.66,,,,0,0,5,1
32.5522,-98.4986,150088,STRAWN 3,STRAWN 3 1,North Central,138,1.04125,143.692,-6.31,0.08,0.02,,,,0,0,5,1
32.4697,-98.4471,150089,MINGUS 2,MINGUS 2 1,North Central,138,1.04156,143.736,-5.77,3.31,0.98,,,,0,0,5,1
32.2887,-98.0564,150090,BLUFF DALE 5,BLUFF DALE 5 1,North Central,138,1.03984,143.498,-4.74,3.24,0.75,,,,0,0,5,1
32.6524,-97.8048,150091,ALEDO 2,ALEDO 2 1,North Central,138,1.02879,141.974,-12.52,9.7,3.31,,,,0,0,5,1
32.7739,-98.0386,150092,MILLSAP 5,MILLSAP 5 1,North Central,138,1.03909,143.394,-3.01,5.3,0.9,,,,0,0,5,1
32.624,-98.4325,150093,STRAWN 4,STRAWN 4 1,North Central,138,1.04094,143.649,-6.51,0.53,0.13,,,,0,0,5,1
33.5557,-97.8131,150094,SUNSET 1,SUNSET 1 1,North,138,1.02278,141.143,-13.13,48.4,12.01,,,,0,0,2,1
33.3201,-98.7788,150095,OLNEY 1,OLNEY 1 1,North Central,138,1.04119,143.685,4.51,100.8,27.15,,,,0,0,5,1
33.7808,-97.6689,150096,NOCONA 1,NOCONA 1 1,North,138,1.02218,141.061,-14.22,25,8.9,,,,0,0,2,1
33.1022,-98.5794,150097,GRAHAM 1,GRAHAM 1 1,North Central,138,1.03408,142.704,1.31,64,19.1,,,,0,0,5,1
33.7932,-98.5887,150098,WICHITA FALLS 2,WICHITA FALLS 2 1,North,138,1.03524,142.862,6.18,22.6,7,,,,0,0,2,1
33.2124,-98.2834,150099,JACKSBORO 1,JACKSBORO 1 1,North Central,138,1.03731,143.149,-2.44,24.3,8.7,,,,0,0,5,1
33.503,-98.8511,150100,MEGARGEL 1,MEGARGEL 1 1,North,138,1.03474,142.793,4.74,1.24,0.15,,,,0,0,2,1
33.5659,-98.4799,150101,WINDTHORST 1,WINDTHORST 1 1,North,138,1.04186,143.776,3.86,,,,,,0,0,2,1
33.0516,-98.9431,150102,WOODSON 1,WOODSON 1 1,North Central,138,1.03787,143.227,5.69,4.42,0.53,,,,0,0,5,1
33.3551,-98.515,150103,LOVING 1,LOVING 1 1,North,138,1.03244,142.477,0.07,,,,,,0,0,2,1
33.0789,-98.5494,150104,GRAHAM 2,GRAHAM 2 1,North Central,138,1.03613,142.986,1.5,,,,,,0,0,5,1
33.0326,-98.0583,150105,PERRIN 1,PERRIN 1 1,North Central,138,1.03548,142.897,-3.77,17.3,5.3,,,,0,0,5,1
33.986,-98.2894,150106,PETROLIA 1,PETROLIA 1 1,North,138,1.02907,142.012,6.48,19.1,4.45,,,,0,0,2,1
33.7458,-98.2185,150107,HENRIETTA 1,HENRIETTA 1 1,North,138,1.03935,143.43,3.4,21.7,6.23,,,,0,0,2,1
33.7359,-97.902,150108,RINGGOLD 1,RINGGOLD 1 1,North,138,1.02439,141.366,-13.47,3.31,0.9,,,,0,0,2,1
